order_id,item_count
1000028,12
1000034,4
1000115,4
1000215,9
1000235,18
1000238,8
1000255,5
1000274,5
1000428,7
1000446,13
1000490,10
1000505,3
1000510,16
1000548,4
1000649,19
1000704,6
1000722,6
1000731,1
1000734,6
1000779,11
1000816,14
1000831,2
1000835,18
1000848,10
1000853,19
1000883,10
100094,5
1000955,4
1000979,12
1001108,9
1001124,8
1001197,9
1001235,8
1001289,7
1001365,14
1001394,4
1001480,7
1001548,17
1001550,3
1001601,7
1001602,4
1001622,16
1001647,8
1001704,9
1001723,9
1001805,18
1001816,5
1001823,5
1001831,28
1001868,19
1001909,10
1002,32
1002004,12
1002005,4
100201,5
100204,4
1002191,8
1002231,6
1002272,4
1002345,2
1002387,10
1002419,8
1002429,5
1002456,1
1002461,4
1002482,6
1002532,3
1002642,1
1002645,5
1002725,13
100274,2
100287,3
100292,2
1003002,3
1003009,8
1003037,27
1003077,7
1003103,5
1003127,21
1003246,8
1003285,4
1003293,9
1003306,10
1003311,11
1003317,14
1003352,6
1003383,4
1003411,12
1003423,9
1003437,7
1003444,15
1003470,1
1003478,9
1003614,9
1003619,5
1003681,1
1003718,15
1003720,4
1003783,10
1003786,4
1003789,11
1003792,7
1003842,5
100385,6
1003886,8
1003888,17
1003898,15
1003935,3
1003938,2
1003941,19
1003944,6
100404,9
1004054,7
1004086,6
1004101,1
100415,11
1004209,41
1004211,18
1004305,9
1004325,2
1004334,6
1004421,3
1004427,6
1004444,9
1004450,1
1004462,8
1004527,3
1004595,4
1004604,2
1004616,7
1004755,10
1004756,1
1004763,6
100478,1
1004811,3
1004861,3
1004905,3
1004979,4
100498,5
1005035,1
1005145,7
100515,5
1005227,17
1005231,5
1005244,10
1005266,9
1005268,17
100527,10
1005375,17
100539,6
1005409,6
1005413,3
1005418,5
1005603,5
1005616,3
1005628,5
100566,10
1005671,7
1005715,3
1005824,6
1005851,8
1005857,6
1005872,9
1005963,13
1005966,8
1006039,4
1006044,14
1006051,6
1006117,2
1006156,1
1006223,11
1006271,16
1006293,5
1006339,6
1006344,9
1006349,3
1006397,6
10064,7
1006452,6
1006461,3
1006478,1
1006542,5
1006595,9
1006625,19
100663,1
1006660,1
1006661,3
1006683,3
1006748,13
1006765,6
1006816,4
1006882,2
1006913,7
1006920,6
1006948,3
1006982,2
1007010,2
1007061,9
1007145,3
1007152,7
1007155,3
1007166,13
1007253,15
1007369,9
1007376,11
1007380,4
1007385,11
1007405,1
1007407,1
1007443,14
1007489,4
1007626,4
1007657,7
1007719,20
100773,5
1007755,17
1007768,4
100791,7
1007911,8
1007917,3
1007936,10
1008143,15
1008184,1
1008222,2
1008259,6
1008278,2
100829,4
1008293,10
1008342,7
1008377,11
100840,11
1008409,2
1008410,6
1008429,3
1008440,2
1008462,16
1008529,9
1008561,6
1008591,3
100860,7
1008664,4
1008677,2
1008755,7
1008802,6
1008881,23
1008908,5
1009073,22
1009095,8
1009174,2
1009199,5
1009295,6
1009311,1
1009328,13
1009340,3
1009424,13
1009438,7
1009492,3
1009506,14
100957,4
1009581,4
1009607,5
1009614,12
1009647,7
1009669,10
1009671,7
1009681,13
1009693,11
1009695,3
1009711,3
1009774,29
1009829,4
1009851,2
1009921,6
1009963,11
1009978,7
1009990,1
1010029,8
1010034,2
1010065,3
101008,1
1010081,5
1010113,12
1010122,6
1010197,5
1010198,8
1010222,7
1010315,18
1010376,8
1010468,8
1010472,14
101054,13
1010551,4
1010605,2
101064,3
1010663,1
1010715,6
101072,3
1010770,5
1010794,8
1010915,4
1010932,11
1011023,2
101103,26
1011039,7
1011048,11
1011055,9
1011062,7
1011089,1
1011097,6
1011101,8
1011116,2
1011175,9
1011190,8
1011227,24
1011255,11
1011267,1
1011279,12
1011284,5
1011308,12
1011330,1
1011334,4
1011335,10
1011421,12
1011424,3
1011425,10
1011561,7
1011654,21
1011689,10
101176,7
101177,12
1011773,2
1011775,8
10118,15
1011855,20
1011856,20
1011866,2
1011896,4
101195,7
1011979,9
1011985,5
1012055,6
1012089,1
1012162,6
1012171,2
1012220,7
1012260,10
1012290,5
1012317,5
1012334,1
1012343,1
1012346,9
1012368,5
1012449,4
1012450,5
1012454,14
1012463,4
1012466,3
1012472,5
1012484,5
1012504,1
1012527,14
1012555,12
1012583,1
1012584,3
1012586,9
1012656,3
1012658,7
1012673,18
1012684,10
1012725,18
101275,11
1012813,3
1012834,1
1012836,5
1012851,14
1012864,4
1012925,3
1012927,18
1012933,10
1012962,3
1013025,16
1013038,10
1013047,3
1013077,2
10131,7
1013142,10
101319,6
1013190,6
1013199,4
1013255,6
1013316,2
101332,3
1013338,1
1013376,24
1013393,4
1013425,5
1013458,4
1013464,18
1013473,4
1013561,16
1013604,10
1013609,2
1013640,2
1013676,4
1013684,4
1013700,24
1013729,3
1013758,1
1013769,6
1013781,14
1013800,9
1013803,8
1013867,2
1013959,38
1013970,11
1014025,4
1014071,6
1014090,13
1014117,12
101413,2
1014166,9
1014184,1
1014240,11
1014250,3
1014251,5
1014279,13
1014283,15
1014316,15
101437,5
1014415,4
1014419,1
1014436,6
1014444,3
1014504,4
101451,2
1014525,9
1014543,8
1014604,6
101463,2
1014638,5
1014640,5
1014644,4
1014667,3
1014680,8
1014685,5
1014705,11
1014732,1
101477,1
101484,3
1014907,7
1014954,5
1014983,20
1014992,8
101501,1
1015032,15
1015134,3
1015140,17
1015142,9
1015197,1
1015246,14
1015292,3
1015297,6
1015308,5
1015323,4
1015342,10
1015357,3
1015436,12
1015460,2
1015463,7
1015497,5
1015513,4
1015612,4
1015615,3
1015636,5
1015676,6
101568,3
1015727,6
1015736,1
1015737,6
1015775,3
1015796,13
1015855,1
1015859,8
1015874,12
1015890,1
1015902,2
101592,6
1016028,11
1016043,7
1016094,13
1016098,7
1016112,6
1016144,6
1016193,13
1016233,6
1016241,7
10163,4
1016337,6
1016344,5
1016351,2
1016427,15
1016523,11
1016560,14
101659,3
101664,1
1016641,3
1016719,4
1016738,6
1016799,2
1016833,4
1016834,10
1016836,7
1016872,10
1016887,9
1016933,3
1016966,7
1017017,17
1017069,1
1017106,7
1017143,6
1017182,15
1017206,1
1017209,7
1017253,13
1017262,27
101732,7
1017361,12
101738,9
1017404,2
1017429,7
1017493,1
101751,6
1017565,11
101760,6
1017677,14
