order_id,item_count
1000224,4
1000230,13
1000324,16
1000374,4
1000388,7
1000485,15
1000506,7
1000523,5
1000572,2
1000694,3
1000739,9
1000748,4
1000790,11
1000799,6
1000925,3
1000956,3
10010,5
1001003,2
100102,3
1001072,12
1001075,14
1001083,10
1001093,1
1001146,9
1001160,6
1001163,7
1001238,4
1001251,16
1001255,6
100128,7
100131,9
1001311,2
1001427,5
1001490,1
1001613,4
1001687,10
1001691,11
1001713,18
1001751,10
1001767,1
1001768,4
1001810,29
1001811,9
1001815,1
1001819,9
1001877,4
1001908,10
1001912,5
1001952,26
1002039,6
1002057,2
1002079,5
1002096,1
1002110,2
1002133,3
1002158,10
1002167,14
1002187,9
1002222,12
1002411,8
100243,1
1002438,12
1002469,3
1002483,3
1002491,2
1002515,4
1002518,1
1002537,7
100257,2
1002592,4
1002610,16
1002641,16
1002658,3
1002664,15
100270,6
1002749,13
1002750,18
1002757,11
1002773,2
1002790,7
1002792,8
1002822,12
100283,10
1002864,9
1002876,6
1002913,9
100294,3
1002946,17
1002966,8
1002996,1
1003008,6
1003071,20
1003147,3
1003178,5
1003181,10
1003201,9
1003230,6
1003272,14
1003277,12
100328,6
1003343,8
1003362,5
1003404,3
1003419,1
1003439,4
1003461,7
1003668,2
1003719,1
1003721,5
1003723,16
1003791,13
10038,11
1003859,21
1003870,1
1003881,5
1003893,4
1003925,3
1003931,23
1003961,8
1003970,8
1004035,5
1004053,16
1004068,4
1004072,13
1004082,19
1004089,7
1004108,22
1004129,7
100414,8
1004170,1
1004199,2
1004243,3
1004258,5
1004297,1
1004314,2
1004353,5
1004388,3
1004401,13
100445,15
1004478,11
1004496,3
1004622,6
1004623,8
1004637,18
1004692,11
1004716,1
1004723,5
100474,5
1004740,11
1004801,17
1004821,5
1004924,10
1005027,18
1005073,10
100509,8
1005154,5
10052,10
1005210,12
1005267,6
1005278,4
1005286,10
100529,5
1005344,5
1005347,6
1005394,1
1005422,12
1005468,7
1005472,4
1005510,3
1005566,10
1005639,5
1005648,6
100565,8
1005658,5
1005719,5
1005776,4
1005840,7
1005877,4
1005891,2
1005902,8
1005938,3
1005955,13
1005959,6
1005964,1
1006041,7
1006062,5
1006100,7
1006115,22
1006127,7
1006164,7
1006168,3
100622,4
100625,5
1006263,7
1006298,10
1006305,25
1006307,4
1006336,6
1006376,3
1006411,15
1006440,8
1006442,11
1006449,6
1006532,10
1006629,7
1006673,6
1006700,14
1006715,23
1006812,9
1006867,7
1006984,4
1006997,6
1007038,12
1007046,19
1007060,5
1007083,4
1007091,6
1007117,3
1007125,1
1007150,8
1007186,10
1007188,6
1007212,17
1007214,7
1007267,1
1007338,1
1007350,20
1007372,8
1007424,31
1007438,10
1007470,2
1007483,13
1007541,6
1007577,6
1007588,14
1007613,1
1007651,11
1007726,1
1007745,6
1007752,17
1007759,2
1007832,7
1007833,23
1007840,23
1007842,5
1007964,4
1007986,1
100801,21
1008033,3
1008047,16
1008078,7
1008144,3
1008168,5
100818,9
1008187,3
1008288,7
1008326,5
1008355,11
1008402,4
1008411,4
1008417,16
100847,9
1008477,5
1008490,1
1008508,4
1008515,6
1008584,15
1008599,1
1008646,3
1008673,3
1008723,20
1008738,7
1008745,2
1008752,11
1008850,4
1008852,5
1008889,4
1008893,1
1008915,9
100894,6
1008953,4
1008976,5
1008990,12
1009035,4
1009090,5
100914,4
1009198,4
1009219,1
1009361,15
1009411,4
1009484,3
1009566,8
1009644,2
1009663,5
1009689,2
1009703,6
1009777,3
1009801,2
1009803,19
1009818,31
1009825,6
1009827,1
1009857,3
1009864,18
1009875,2
1009907,18
1009927,3
1009937,3
1009951,7
1009973,7
1010002,1
1010013,10
1010015,34
1010022,5
1010027,5
1010037,22
1010038,6
1010079,4
1010098,1
1010236,5
1010237,9
1010240,17
1010242,14
1010274,16
1010311,16
101036,3
1010360,2
1010375,6
10104,4
1010419,13
1010452,13
1010476,3
1010493,4
1010527,10
1010578,5
1010618,33
1010660,13
1010700,21
1010722,3
101081,7
1010827,11
1010898,9
1010907,5
1010920,7
101095,8
1010992,8
1010999,9
1011003,5
1011032,21
1011064,2
1011088,1
1011143,7
1011153,4
1011159,5
1011196,8
1011215,2
1011246,2
1011258,6
1011263,8
1011296,1
1011384,6
1011389,4
1011408,9
1011494,11
1011521,11
1011534,3
1011547,3
1011552,5
1011555,8
1011664,11
1011686,1
101170,2
1011742,2
1011786,16
1011802,4
1011844,11
101189,2
1011996,8
1012,3
1012054,12
1012071,5
101210,2
1012178,2
1012185,7
1012217,11
1012221,3
1012282,3
1012349,3
10124,10
1012414,8
1012448,7
1012523,21
1012538,11
1012541,16
1012599,4
101264,7
1012663,2
1012693,6
1012754,5
1012759,33
1012770,3
1012829,6
1012857,3
1012868,6
1012892,13
1012939,5
101297,6
1013029,9
1013034,4
1013092,8
1013132,5
1013173,4
101318,7
1013201,4
1013219,7
1013224,5
1013232,7
1013277,1
1013352,10
1013379,17
1013396,3
1013439,4
101346,17
1013497,2
1013554,12
1013606,6
1013607,2
1013643,14
1013665,6
1013671,7
1013737,18
10138,22
1013850,6
1013856,12
101387,2
1013980,5
1013982,2
1013997,10
