order_id,item_count
1000003,31
1000043,2
1000053,3
1000180,2
1000181,1
1000200,2
1000216,9
1000233,34
1000239,8
1000256,6
100027,4
1000306,2
1000322,9
1000336,10
1000402,8
1000419,5
1000452,9
1000478,8
1000593,1
1000610,24
1000624,7
1000707,5
100074,8
1000802,1
1000810,9
1000874,6
1000912,5
1000958,6
1001034,1
1001050,14
1001056,8
1001082,32
1001113,2
100113,20
1001181,14
1001185,5
1001215,16
1001294,5
1001302,10
1001318,3
1001355,3
100137,9
1001437,7
1001438,3
1001477,16
1001512,22
1001513,20
1001604,6
1001637,17
10017,9
1001703,8
1001788,7
1001846,4
1001881,4
1001922,9
1001997,13
1002001,2
1002024,12
1002026,12
1002056,13
1002058,23
1002108,2
1002126,4
1002134,6
1002149,4
100219,7
1002227,10
1002236,2
1002246,2
1002290,3
1002309,19
1002361,8
1002378,5
1002380,15
1002400,2
1002428,32
1002450,3
1002479,5
100249,8
1002572,8
1002765,20
1002775,19
1002791,14
1002794,13
1002857,2
1002863,4
1002872,3
1002902,6
1002926,13
1002937,2
1002950,1
1002974,13
10030,12
1003086,3
1003095,6
1003115,5
1003134,3
100321,1
1003225,4
100325,13
1003295,8
1003335,3
1003508,8
1003571,8
1003585,5
100362,2
1003651,5
1003670,9
1003685,14
1003693,3
1003707,6
1003741,2
1003769,24
1003843,10
1003849,6
100391,1
100394,8
1003954,6
1003966,17
100401,8
1004019,2
1004074,1
1004116,7
100417,6
1004189,6
1004210,18
1004228,9
1004251,6
1004271,4
1004283,19
1004300,7
1004376,7
1004456,6
1004533,20
1004572,12
1004585,14
1004606,6
100463,7
1004657,5
1004659,11
1004677,15
1004802,9
1004803,10
1004840,1
1004850,2
1004892,9
1004896,8
100492,4
1004991,4
100501,12
1005012,10
1005088,3
1005100,11
1005155,28
1005160,6
1005161,21
1005200,7
1005239,12
1005260,3
1005294,11
1005390,4
1005420,2
1005423,10
1005438,6
1005442,12
100548,3
1005484,17
1005496,2
1005508,3
1005522,13
1005555,2
1005557,12
1005605,1
1005606,24
1005617,3
1005669,6
1005713,6
1005781,8
100581,27
1005853,11
1005881,8
100589,3
1005911,4
1005926,10
1005973,14
1006095,15
1006108,1
1006176,10
1006179,13
1006183,2
1006234,23
100630,15
1006361,12
100647,8
1006477,22
1006482,8
1006506,2
1006513,10
1006515,10
100653,2
1006548,7
1006608,8
1006648,10
1006664,7
1006768,13
1006896,3
1006932,7
1006973,34
1007016,7
1007035,3
1007040,14
1007045,16
1007073,8
1007103,2
1007132,7
1007198,1
1007201,10
100724,14
100728,11
1007293,5
1007313,9
1007319,6
1007356,4
1007409,13
1007472,5
10075,4
1007516,3
1007519,3
1007574,9
1007576,3
1007593,6
1007631,9
100764,17
1007643,27
1007711,7
1007739,12
1007748,2
1007823,18
1007826,15
1007859,2
100790,4
1007905,8
1007949,10
1007952,5
1007957,5
1007966,29
1007988,10
1008005,8
1008051,3
1008096,10
1008104,3
1008118,9
1008150,1
1008227,16
1008255,12
1008318,10
100832,9
100833,1
1008337,2
1008345,7
1008351,13
100839,7
1008449,1
1008471,8
1008517,14
1008658,15
1008682,5
1008722,7
100873,6
1008805,11
1008807,21
1008810,8
100884,7
1008851,4
1008871,10
1008901,4
1008905,5
1008961,17
1008975,9
1008978,21
1009007,3
1009016,8
1009040,20
100905,9
1009071,1
1009138,10
1009155,5
1009170,11
100921,4
1009214,1
1009267,11
1009276,9
1009293,3
1009491,18
1009520,3
1009526,1
1009568,7
1009674,3
100970,18
1009757,10
1009775,5
1009784,6
1009894,29
1009917,15
1009930,4
1009942,11
1009961,4
1010014,1
1010106,4
1010117,3
1010151,9
1010189,3
1010319,4
1010338,4
1010365,6
1010390,5
1010440,25
1010451,9
1010463,9
1010478,3
1010509,16
1010558,7
1010606,3
1010640,9
1010685,6
1010705,10
1010708,1
1010728,10
1010739,8
1010749,6
1010771,6
1010809,2
1010813,7
101084,7
1010993,6
1011036,27
1011063,11
1011080,2
101109,11
1011107,3
1011111,9
1011133,4
101115,1
1011180,1
1011300,2
101132,5
1011349,12
1011435,8
1011438,2
101150,8
1011513,6
1011653,6
101168,5
1011766,4
1011842,3
1011862,5
1011865,9
1011893,59
1011928,14
1011937,4
1011946,10
1011992,7
1011999,3
1012007,16
1012033,5
1012082,9
1012170,2
1012187,22
1012236,12
1012327,7
1012329,13
1012339,2
1012353,11
1012389,3
1012398,3
1012401,6
1012433,4
1012441,22
1012507,19
1012566,11
1012588,7
1012698,1
1012708,1
1012745,1
1012801,6
1012827,17
1012842,4
1012850,5
1012896,4
1012987,6
1013010,5
1013012,16
1013015,3
1013050,3
1013085,10
1013112,17
1013221,6
1013236,5
1013367,16
1013392,8
1013395,11
1013413,11
1013418,23
1013440,1
1013490,2
1013491,2
1013567,2
1013587,5
1013633,2
1013647,16
1013698,1
1013820,37
1013906,11
1013934,2
1014010,9
101405,4
1014093,5
1014153,2
1014203,4
1014248,3
1014285,1
1014288,19
1014298,4
1014301,6
1014304,6
1014339,20
1014363,5
1014474,9
1014539,11
1014555,4
1014605,11
1014660,4
1014688,13
1014719,15
1014729,5
1014739,4
101486,4
1014926,9
1014946,7
1015006,3
1015025,4
1015095,14
1015096,12
1015112,16
1015143,4
1015200,10
1015241,14
1015281,9
1015290,1
101532,7
1015327,2
1015364,10
1015374,3
1015443,19
1015453,8
1015464,18
1015468,1
101557,8
1015583,11
1015600,7
1015633,7
1015638,5
1015764,28
1015811,4
