order_id,item_count
1000032,14
1000084,6
1000120,1
1000150,1
1000190,2
1000288,7
100029,4
1000298,7
1000301,6
100031,3
1000317,12
1000327,12
1000328,17
1000357,6
1000367,6
1000381,13
1000459,9
1000466,14
1000544,8
1000650,13
1000660,3
1000676,17
1000712,21
1000761,3
1000821,7
1000887,7
1000898,16
10009,5
1000901,5
1000911,5
1000918,4
1000987,1
1001001,7
1001062,16
100108,1
1001088,3
1001095,5
1001102,2
1001107,9
100116,14
1001184,4
1001218,3
1001226,9
1001239,4
1001249,12
1001261,3
1001306,4
1001351,12
1001360,8
1001446,19
1001454,1
100149,7
1001511,5
1001526,4
1001555,10
100157,6
1001573,3
1001580,4
1001586,18
1001688,3
1001695,4
1001783,31
1001826,8
1001896,16
1001902,2
1001920,22
1001953,3
1002008,4
1002015,7
1002032,8
1002033,7
1002106,21
1002223,6
1002281,2
1002303,10
1002327,11
1002328,14
1002354,3
1002356,2
1002377,15
1002393,9
1002403,7
1002414,6
1002422,11
1002437,5
100244,5
1002455,14
1002493,18
1002497,14
1002504,25
1002507,7
1002533,16
1002608,10
1002618,9
1002674,4
1002684,19
100271,11
1002735,8
1002747,2
1002762,4
1002823,6
1002829,10
1002830,8
1002843,8
1002846,5
1002869,3
1002929,2
1003003,4
1003047,4
1003054,9
1003093,5
1003107,1
1003169,9
1003184,25
1003228,4
1003247,7
1003308,2
1003333,7
1003379,5
1003420,10
100346,13
1003475,25
1003477,12
1003548,11
1003552,19
1003582,6
1003684,29
1003688,8
1003765,3
1003803,6
1003805,10
1003819,5
1003869,3
1003928,11
1003963,17
1004056,4
1004057,5
1004094,2
1004120,3
1004178,13
1004202,12
1004217,13
1004238,11
1004253,7
1004336,13
1004355,17
1004371,5
1004399,9
1004472,9
1004563,25
1004577,3
100458,2
1004660,7
1004672,12
100471,6
1004834,11
1004996,1
1005008,13
1005050,6
1005051,2
1005056,3
1005060,10
1005196,1
1005241,7
1005264,18
1005272,6
1005274,3
1005290,3
1005306,5
1005452,7
1005467,24
1005569,2
1005677,7
100568,1
1005718,6
1005773,7
1005803,6
1005809,8
1005825,4
1005831,9
1005914,3
1005944,10
1005951,8
1005979,4
1006052,9
1006059,16
1006266,3
1006280,15
1006340,6
1006351,26
1006413,2
1006419,5
1006420,16
100650,5
1006501,1
1006564,6
1006593,13
100664,7
1006679,10
1006693,5
1006706,7
1006747,1
1006778,7
1006829,20
1006854,14
1006927,7
1006931,15
1006956,1
1006964,17
1006986,4
1007005,2
1007044,2
1007047,11
1007049,6
1007076,3
1007084,1
1007098,6
1007109,5
1007271,2
1007282,5
1007320,4
1007342,2
1007346,15
1007460,4
100747,8
1007496,10
100751,4
1007522,6
1007543,15
1007570,13
100759,19
1007610,2
1007625,9
100767,17
1007699,18
10077,16
1007716,9
1007735,1
1007788,1
1007879,9
1007989,25
1007994,4
1007998,21
1008034,3
1008079,7
1008123,8
1008124,8
1008152,7
1008177,1
1008221,3
1008257,2
1008271,16
1008328,18
1008358,3
1008444,4
1008514,10
1008536,5
1008615,4
100862,6
1008632,9
1008715,4
1008717,9
1008742,6
100876,18
1008772,3
1008812,5
1008815,5
1008854,9
1008858,6
1008972,9
1009021,9
1009023,7
1009112,21
100912,3
1009142,5
1009179,16
1009252,5
1009256,4
1009296,7
1009404,4
1009408,4
100945,12
1009474,8
1009502,2
1009537,11
1009539,8
1009540,11
1009573,7
1009668,16
1009687,5
1009708,4
1009719,3
1009740,1
1009788,5
1009797,15
1009799,7
1009816,8
1009821,25
100987,4
1009872,2
1009935,10
1009945,14
1009980,7
1009986,4
1009994,3
1010072,16
1010087,4
1010135,13
1010144,6
1010155,12
1010191,20
1010318,17
1010363,8
1010369,8
1010370,5
1010400,1
1010438,10
1010479,14
1010495,9
1010554,5
1010644,7
1010760,11
1010779,7
1010814,1
1010824,7
1010841,7
1010857,3
1010883,6
1010905,6
1010919,1
101097,13
1010975,4
1011017,16
1011031,7
1011098,13
1011146,18
1011165,13
1011174,12
1011178,8
1011198,2
101123,2
1011233,6
1011234,8
1011266,9
1011268,4
1011283,2
1011305,11
1011318,7
1011321,8
1011337,10
1011342,3
1011369,9
1011479,10
1011503,18
1011504,8
1011511,4
1011543,13
1011620,1
1011624,17
1011633,27
1011675,6
1011680,7
1011717,2
1011755,13
1011782,1
1011814,8
101183,2
1011880,3
1011894,14
1011920,7
1011951,10
1011973,24
1012044,2
1012064,4
1012105,24
1012351,14
1012354,9
1012372,6
1012374,6
1012390,9
1012470,12
1012486,2
1012499,2
1012509,5
101252,5
101254,12
1012552,16
1012564,6
1012718,1
1012731,9
1012736,7
1012761,10
10128,6
1012840,7
1012882,4
1012898,6
1012901,4
1012986,33
1013097,23
1013111,3
1013127,19
1013140,13
1013186,1
1013240,1
101325,16
1013253,6
1013261,23
1013266,4
1013296,19
1013299,1
1013336,3
1013372,12
1013401,2
1013420,4
1013533,7
1013588,10
1013594,5
1013620,5
1013634,6
1013648,6
1013656,1
1013919,21
1013988,11
1014008,1
1014054,2
1014098,6
1014101,26
1014103,3
1014133,3
1014135,8
1014142,31
1014155,4
1014189,5
1014195,5
1014204,9
1014236,2
1014344,3
1014354,7
1014471,9
1014553,6
1014570,6
1014579,5
1014611,16
1014675,6
1014760,4
1014786,5
1014804,10
1014826,5
1014918,16
1014927,1
1014965,12
1014997,4
1015023,2
101504,1
1015056,8
101506,5
1015099,12
1015127,1
1015168,5
1015173,2
1015174,4
1015199,5
1015284,10
1015381,18
1015384,15
1015427,15
1015445,1
1015533,5
101554,14
101559,3
1015645,8
1015648,2
1015660,7
1015661,10
1015698,18
1015752,5
1015760,11
1015772,3
1015841,2
1015848,5
1015869,4
1015887,5
1015924,20
1015926,8
1015951,3
1015991,7
1015999,2
1016013,3
101602,8
1016054,6
1016093,9
1016100,4
1016103,3
101612,3
1016134,7
1016197,20
1016200,13
1016240,13
1016253,7
1016286,10
101629,4
1016328,9
1016332,8
1016342,17
1016369,6
1016384,5
1016398,13
1016450,23
1016493,19
1016501,18
1016530,8
101671,15
1016753,13
1016767,3
1016783,1
1016826,3
1016865,10
1016879,10
1016892,3
1016893,6
1017025,1
1017031,3
1017085,9
1017101,4
1017117,4
1017234,6
1017281,4
1017310,14
1017408,1
101744,21
1017442,18
101745,4
1017469,4
1017483,11
1017495,8
1017585,8
1017626,10
1017645,17
1017652,10
1017663,5
1017738,10
1017757,5
1017769,7
101778,3
1017811,6
1017844,19
1017847,18
1017856,10
1017870,3
1017877,9
1017924,9
1017926,4
1017972,14
1017991,4
1017998,1
1018107,3
1018111,11
1018127,4
1018205,3
1018435,17
1018481,3
1018559,1
1018603,3
1018615,18
1018638,4
1018644,4
1018706,9
101880,5
1018870,3
1018878,3
1018939,9
1018946,12
1018968,4
101903,6
1019032,17
1019040,1
1019057,16
101909,9
1019130,10
1019137,13
1019278,12
1019313,3
1019364,5
1019412,1
1019414,7
1019434,17
1019534,3
101959,23
1019618,6
1019648,8
1019776,3
1019786,22
1019806,14
1019838,11
1019867,6
1019880,7
1019933,14
101996,4
1020003,3
1020058,8
102006,18
1020125,2
1020174,4
1020179,18
102026,7
1020311,8
1020319,5
1020358,9
1020385,2
1020431,1
1020520,18
1020530,5
1020584,22
1020606,1
1020622,4
1020748,4
1020750,15
1020766,1
1020767,3
1020780,3
1020828,10
1020877,6
1020885,5
1020950,2
1020960,7
1020990,14
1021245,9
102125,2
1021294,2
1021309,14
1021317,2
1021328,29
1021353,8
1021359,7
1021401,4
1021455,2
1021469,3
1021546,6
102157,7
1021743,11
1021754,13
1021808,2
1021823,2
1021861,2
1021865,13
1021897,10
1021898,16
1021928,1
1022006,20
1022009,1
1022102,12
1022127,9
1022176,18
1022262,3
1022264,10
1022282,14
1022340,10
1022353,2
102238,12
1022396,3
1022437,1
102255,10
1022563,5
1022575,2
1022592,15
1022613,13
1022626,5
102266,12
1022669,4
1022683,5
1022792,5
1022828,3
1022854,11
1022870,7
102288,15
1022898,5
1022939,19
1022946,4
1022974,4
1023002,1
1023055,9
1023060,7
1023080,8
1023111,4
1023184,12
102319,17
1023201,3
1023204,4
1023208,2
102323,2
1023234,13
1023246,18
1023261,3
102328,15
1023328,13
1023342,6
1023405,7
1023463,4
1023521,8
1023561,16
1023583,6
1023623,1
1023703,9
1023740,7
1023772,9
1023776,19
1023779,16
1023895,5
1023920,4
1023939,5
1023968,15
1023981,2
1024025,8
102403,10
1024094,15
1024112,3
1024121,5
1024159,21
102417,16
1024179,2
1024202,6
1024206,3
1024225,9
1024236,3
1024243,10
1024247,6
102432,11
1024348,19
1024362,13
1024421,7
1024514,6
1024551,6
1024634,7
1024689,8
1024706,14
1024724,6
1024734,16
1024738,7
1024748,9
1024898,9
1024904,2
1024969,3
1024971,5
102506,23
1025062,17
102507,2
1025072,4
