order_id,item_count
1000036,14
1000039,4
1000094,7
1000114,5
1000134,12
1000156,6
1000192,9
1000231,4
1000373,9
1000471,18
100048,3
10005,7
1000501,2
1000504,3
1000516,2
1000613,8
1000626,7
100066,10
1000663,6
1000746,2
1000757,14
1000778,30
1000784,4
1000868,7
1000871,8
1000886,1
1000894,1
1000920,8
1000974,22
1000986,1
1001000,13
1001013,23
1001061,11
1001077,11
1001094,4
1001103,1
1001119,3
100112,13
1001131,20
1001147,19
1001150,13
100118,3
1001193,17
1001247,5
1001259,3
1001275,9
1001281,1
1001282,9
1001329,2
1001463,10
1001476,12
1001485,4
1001509,9
1001514,4
1001615,5
1001636,2
1001676,22
1001731,6
1001750,22
1001765,1
1001841,20
1001843,4
1001857,3
1001862,6
1001871,3
1001879,4
1001901,5
1001938,7
1001951,1
1001961,23
1002019,4
1002083,4
1002095,24
1002103,11
1002148,22
1002199,4
1002205,5
1002239,4
1002288,5
1002299,3
100232,15
100235,25
1002389,1
1002406,9
100246,6
1002517,9
1002566,19
1002576,5
1002657,7
1002665,2
1002706,6
1002708,3
1002896,7
1003083,11
1003106,4
1003120,8
1003130,7
1003132,2
1003149,5
1003161,1
1003162,6
1003168,6
1003191,9
1003237,3
1003280,13
1003314,6
1003318,9
100334,17
1003365,4
100337,6
1003394,6
1003422,13
1003436,8
1003471,9
1003517,17
1003597,20
1003623,15
1003634,7
1003656,26
1003711,6
1003716,5
100372,6
1003742,15
1003817,7
1003825,9
1003860,5
1003896,9
1003959,4
100399,10
1004121,20
1004153,6
100418,7
100424,2
1004257,4
1004310,1
1004318,11
1004327,13
1004343,9
1004351,19
100439,2
1004419,2
1004497,15
1004512,9
1004599,7
1004621,5
1004687,4
100472,5
1004726,3
1004738,6
1004779,2
1004818,2
1004851,4
1004891,4
1004929,9
1004931,9
1004940,9
100496,7
1005101,14
100511,1
1005118,28
1005141,11
1005204,8
1005243,10
1005298,28
1005315,2
1005334,3
1005385,3
1005529,18
1005550,4
1005589,13
1005615,1
1005696,3
1005712,9
1005811,5
1005878,2
1005880,1
1005916,12
1005952,16
1005970,2
1006047,3
1006083,9
1006098,9
100610,14
1006118,5
100613,4
1006137,16
1006154,3
1006186,19
1006302,12
1006334,5
1006460,8
1006537,8
1006555,2
1006586,1
