order_id,item_count
1000001,9
1000017,3
1000195,1
1000259,12
1000281,7
1000285,14
1000304,4
1000315,7
1000341,5
1000368,29
1000377,8
1000393,11
1000426,2
1000479,3
100054,4
1000629,3
1000668,15
1000675,4
1000701,3
1000732,5
1000752,7
1000762,2
1000763,8
100083,13
1000864,9
1000866,6
1000935,3
1000960,3
1000978,11
1001007,5
1001021,4
100109,6
10011,15
1001231,10
1001234,8
1001278,22
1001283,18
1001300,2
1001303,26
100132,7
1001322,6
1001332,23
1001337,5
1001348,5
100138,7
100142,8
1001441,1
1001475,12
1001508,2
1001561,11
1001565,23
1001592,12
100161,10
1001619,5
1001794,10
1001833,13
1001859,13
1001865,15
1001910,19
1001940,9
1001945,3
1001947,8
1001965,6
1002169,4
1002218,16
1002293,11
1002338,2
1002372,3
1002427,5
1002434,7
1002480,2
1002499,5
1002509,26
100254,9
1002666,3
1002676,6
1002728,1
100273,17
1002739,13
1002769,16
1002804,2
1002867,12
1002903,5
1002914,12
1002975,4
1003028,3
1003064,6
100312,4
1003140,5
1003176,4
1003193,3
1003250,15
1003276,7
1003301,3
1003341,3
1003373,3
1003441,10
1003542,16
1003549,8
1003724,6
1003727,5
1003748,30
1003810,4
1003831,12
1003836,8
1003968,6
1004003,10
1004014,4
1004237,5
1004267,5
1004384,1
1004413,16
1004415,10
1004433,4
1004457,1
1004461,11
100454,8
1004542,16
1004566,5
100460,2
1004632,10
1004638,24
1004647,7
1004666,13
1004699,16
1004707,12
1004711,6
1004733,2
100475,12
1004757,8
1004799,4
1004824,1
1004832,9
1004858,1
100489,16
1004959,3
1005104,10
1005139,13
1005148,19
1005169,5
100517,6
1005220,7
1005259,8
1005314,9
1005317,11
1005330,3
1005363,9
1005380,20
1005387,6
1005399,24
1005425,6
1005441,10
1005478,2
1005523,8
1005533,20
1005542,6
1005560,8
1005561,9
1005595,14
1005627,9
1005647,9
1005688,2
1005702,21
1005746,4
1005748,3
1005772,2
1005808,5
1005814,5
1005842,18
1005850,14
1005894,1
1005899,5
1005903,6
1005975,13
1005977,1
1006,8
100603,10
1006030,3
1006043,7
1006092,14
1006122,3
1006219,5
1006237,1
1006256,11
1006268,3
1006273,2
1006294,11
1006319,7
1006342,15
100636,2
1006381,3
1006396,3
1006687,1
1006800,5
1006810,2
1006890,4
1006908,6
1006957,11
1006972,13
1007020,8
1007072,19
1007143,5
1007175,3
1007211,8
1007213,4
1007232,7
1007272,27
1007276,10
10073,14
1007392,2
1007416,12
100745,4
1007505,16
1007536,11
1007555,8
1007587,13
1007596,2
10076,3
1007653,35
1007705,11
1007737,7
100774,8
1007741,4
1007758,13
1007764,1
1007766,7
1007784,8
1007802,13
1007804,9
1007806,10
100786,16
1007935,11
1008010,18
1008042,8
1008065,10
1008087,6
1008109,17
1008166,8
1008203,4
1008228,12
1008250,6
1008256,5
1008353,12
1008375,7
1008391,1
1008398,10
100841,7
1008443,3
1008459,11
100850,3
1008503,6
1008504,28
100859,11
1008661,6
1008672,6
1008759,10
1008768,1
100881,4
1008819,24
10089,14
1008963,20
100911,8
1009119,6
100918,10
1009212,9
100927,11
1009275,7
100933,6
1009440,9
1009469,4
1009476,12
100950,8
1009523,8
1009528,2
100956,11
1009577,2
1009589,8
1009608,4
1009609,2
1009656,6
1009659,3
1009666,19
1009688,5
1009760,18
1009873,12
1009896,11
1009899,10
1009929,3
1009949,1
1009957,13
1009998,2
1010,6
1010009,8
