order_id,item_count
1000,7
1000000,1
1000007,6
1000076,5
1000119,3
1000263,3
1000362,7
1000395,3
1000396,9
1000403,18
1000415,6
1000476,7
1000586,12
1000592,15
1000615,4
1000625,23
1000628,6
100065,1
1000664,2
100067,16
1000674,5
1000684,10
1000793,3
1000808,3
1000814,3
1000891,21
1000967,4
1001060,4
1001190,5
1001276,6
1001284,13
1001384,15
1001443,7
1001552,4
1001572,13
1001587,9
1001596,3
1001608,3
1001634,4
1001662,4
1001671,6
1001725,3
1001741,1
1001744,5
1001760,8
1001785,7
1001787,3
1001828,1
100185,4
1001854,26
1001923,22
1001932,2
100195,1
1001950,6
1001980,9
1001989,4
1002066,3
1002100,17
1002147,6
1002197,4
1002207,3
1002226,3
100224,20
1002264,5
10023,8
1002337,3
1002346,9
1002363,6
1002398,3
1002415,10
1002477,6
1002503,15
1002567,20
1002573,7
1002601,4
100264,8
1002694,10
1002699,7
1002704,8
1002709,5
1002729,10
1002743,3
100278,19
1002798,4
1002811,11
1002834,21
1002891,19
100290,2
100291,12
1002940,10
1002985,2
1003016,14
1003026,8
1003035,2
1003082,4
1003128,5
100313,8
1003152,5
1003180,16
100324,17
1003350,5
1003382,4
1003414,16
1003417,1
1003483,4
1003529,7
100354,1
100356,3
100358,12
1003646,5
1003653,15
100370,3
1003725,5
1003737,1
1003755,12
1003808,8
1003811,5
1003840,6
1003906,1
1003913,9
1003917,2
1003932,10
1003934,3
1003973,13
1003979,10
10040,8
1004001,16
1004017,4
100403,7
1004073,8
1004084,13
1004112,18
100412,18
1004149,5
1004203,11
1004205,4
1004207,6
100423,24
1004255,6
1004278,2
100429,20
100430,10
1004418,3
1004476,4
1004489,13
1004493,13
1004531,3
1004547,9
1004559,4
1004578,14
1004661,4
1004706,9
1004729,2
1004783,7
1004870,6
1004885,1
1004903,8
1004983,2
100500,13
1005039,18
1005040,10
10051,2
1005120,13
1005138,7
1005181,8
1005211,10
1005232,13
1005234,25
1005261,11
1005284,10
1005291,13
1005300,1
1005354,2
10054,5
1005444,16
1005455,1
1005460,11
1005486,10
100563,14
1005646,24
1005705,7
1005706,11
100571,5
1005720,10
1005784,11
1005843,2
1005859,14
1005897,3
1005929,12
1005939,5
1005957,13
100600,10
1006000,3
1006008,15
1006013,1
1006089,3
1006262,1
1006347,6
1006369,1
100638,10
1006380,4
1006399,4
1006436,11
1006444,14
1006474,2
1006550,4
100660,4
1006604,2
1006607,1
1006639,2
1006665,3
1006666,11
10067,1
100671,2
1006720,21
1006758,8
1006787,7
100680,2
1006848,1
1006853,12
1006903,12
1006915,2
1006917,4
100708,13
1007126,5
100719,2
1007242,2
1007250,19
100730,9
1007357,1
1007371,8
1007403,1
1007428,18
1007431,5
100746,8
1007559,6
1007573,5
1007601,9
1007673,3
100771,15
1007762,4
1007818,6
1007834,13
1007839,15
1007854,11
1007860,27
1007868,2
1007887,18
1007965,1
1007991,7
1008076,8
1008108,2
1008197,13
1008205,5
1008210,3
1008214,1
1008292,7
1008340,14
100837,4
1008371,4
1008386,4
1008427,8
1008457,1
1008588,3
1008603,39
1008626,16
1008650,3
1008662,15
1008712,7
1008770,1
1008833,9
1008874,6
1008936,16
1008954,5
1009026,2
1009036,2
1009047,11
10091,23
1009107,2
1009172,6
1009190,7
1009193,3
1009229,2
100923,13
10093,12
1009306,15
1009327,23
1009342,8
1009345,2
1009356,2
1009380,6
1009382,3
1009399,6
1009422,4
1009456,4
1009483,5
1009486,19
1009517,8
1009519,8
1009549,9
1009628,5
1009651,1
1009686,3
1009721,6
1009729,2
1009766,8
1009791,18
1009812,17
1009849,13
100990,2
1009915,21
1009916,8
100993,1
1009987,6
1009999,24
1010058,1
1010060,5
1010101,6
1010119,6
101013,5
1010132,10
1010167,4
1010232,25
1010265,12
1010279,11
101050,2
1010545,7
1010582,6
101063,7
1010672,20
1010677,4
101069,6
1010695,10
1010732,5
1010736,9
1010761,2
1010776,8
101083,7
1010831,3
1010844,3
1010852,1
1010910,5
1010947,30
1010983,6
101102,4
1011037,13
1011100,6
1011110,9
1011222,3
1011230,3
1011247,13
1011249,4
1011252,4
1011346,15
1011348,10
1011360,5
1011371,34
1011386,10
1011400,7
1011452,11
1011464,3
1011480,5
1011483,3
1011491,10
1011560,1
1011586,2
1011610,12
1011612,3
1011749,2
1011771,8
1011795,3
1011837,9
1011891,6
1011919,8
1011935,18
1011942,5
1011954,4
1011972,3
1011980,11
1012035,5
1012103,7
1012115,15
1012155,4
1012201,9
1012238,9
1012252,15
1012277,10
1012393,2
1012502,9
1012568,5
101259,8
1012644,2
1012660,10
1012667,7
1012695,6
1012712,2
1012733,4
1012737,14
1012769,10
1012784,3
1012804,6
1012821,7
10129,7
1012945,6
1012950,2
1012957,18
1012958,8
1012972,6
1013022,18
1013035,8
1013074,7
1013086,8
1013108,24
1013114,8
1013151,3
1013171,7
1013180,8
1013246,22
1013290,2
1013402,16
1013423,16
1013444,19
1013452,7
1013460,20
1013556,4
1013644,8
1013654,4
1013685,9
101380,4
1013807,1
1013816,8
1013824,19
1013828,6
1013829,9
1013833,8
1013835,9
1013882,3
1013905,11
1013927,4
1013936,1
1013979,5
1013993,10
1014051,11
1014086,20
1014089,6
1014104,17
1014178,2
1014190,15
1014196,19
1014233,12
1014243,10
1014274,3
1014421,10
1014458,2
1014530,6
1014588,4
1014591,19
1014696,6
1014713,2
1014754,5
1014822,18
101487,7
1014889,5
1014947,3
1014975,10
101499,8
1015014,1
1015090,8
1015108,6
1015109,6
1015131,4
1015137,8
1015147,3
1015195,13
1015229,3
1015250,24
1015360,3
1015370,8
1015404,7
101543,22
1015441,3
1015542,7
1015557,8
1015629,11
1015639,1
1015650,4
1015651,7
1015673,10
1015685,3
1015701,3
1015744,6
1015792,5
1015840,10
1015911,12
1015978,29
1016036,4
1016037,5
1016053,6
1016075,6
1016145,13
1016180,5
1016209,6
1016267,33
1016290,10
1016304,21
1016313,8
1016362,2
1016424,6
1016425,11
1016433,8
1016509,5
1016556,6
1016572,12
101660,12
1016620,10
1016632,9
1016666,16
1016671,1
101673,21
1016731,14
1016757,1
1016765,6
1016768,26
1016781,2
1016795,7
1016847,1
1016876,17
1016889,8
1016935,13
1016985,4
1017001,7
1017035,3
1017048,10
1017062,11
1017090,13
1017105,7
1017146,4
1017237,1
1017265,5
1017280,17
1017303,7
1017318,2
1017324,7
1017331,5
1017338,13
1017343,3
1017356,8
1017380,5
1017435,5
1017503,6
1017544,5
1017604,4
1017619,5
1017621,4
1017636,12
1017728,12
1017776,8
1017825,4
1017827,5
1017862,1
1017869,8
1017879,1
101789,6
1017937,3
101797,5
1017970,12
1018007,5
1018011,1
1018020,20
1018158,10
1018265,4
1018275,6
1018277,2
1018343,2
1018383,3
1018475,17
101848,7
1018504,11
1018516,9
1018524,3
1018528,1
1018542,11
101857,9
1018572,20
1018575,12
1018599,7
1018662,8
1018670,6
1018683,5
1018703,12
1018767,2
1018783,8
1018790,7
101883,1
1018850,7
101889,4
1018942,4
1018967,2
1018972,5
1018996,9
1019006,11
1019023,6
1019070,22
1019079,9
1019133,5
1019156,3
1019192,2
1019198,1
1019220,4
1019231,3
1019247,8
1019248,11
1019275,10
1019290,3
1019327,6
1019368,8
1019402,1
1019420,4
1019435,2
1019447,2
1019467,5
101949,10
1019521,4
1019525,5
1019685,17
1019691,14
1019696,3
1019698,15
1019750,6
1019802,2
1019852,8
1019859,6
1019882,2
1019931,14
1019965,16
1019969,8
1020014,11
1020018,12
102010,6
1020145,6
1020146,12
1020162,13
1020270,3
1020272,11
1020300,6
1020316,23
1020329,3
1020332,3
1020372,15
102038,11
1020388,3
1020390,8
10204,5
1020410,5
1020429,4
1020442,14
1020491,11
1020539,9
1020556,23
1020557,10
1020587,1
1020655,8
1020729,1
1020731,7
1020739,6
1020779,12
1020781,3
1020789,16
1020823,3
1020842,24
1020851,6
1020963,10
1021006,7
1021011,14
1021013,3
1021049,16
1021083,5
102111,4
1021123,4
1021127,3
1021146,3
1021160,11
102118,7
1021186,13
1021199,3
1021201,8
1021224,6
1021272,4
1021289,21
102129,12
1021325,6
1021369,4
1021421,6
1021442,5
1021447,7
1021472,6
1021530,11
1021547,2
1021564,12
1021581,7
1021599,2
1021615,13
102163,10
1021633,31
1021666,8
1021700,3
1021722,4
1021744,8
1021753,14
102179,11
1021813,10
1021847,6
1021946,5
1022089,23
1022093,9
102211,4
1022110,4
1022116,4
102214,8
1022170,4
1022200,7
1022218,8
10223,17
102231,10
1022331,4
1022343,15
1022346,16
1022363,3
1022407,13
1022414,7
1022435,14
1022443,6
1022476,10
1022530,3
1022589,14
1022595,22
1022659,2
102269,2
1022691,3
1022732,2
1022739,16
1022757,7
1022789,1
1022843,2
