order_id,item_count
1000002,9
1000009,2
1000072,8
1000074,20
100011,5
1000164,4
1000168,19
1000172,2
100019,17
1000199,3
1000265,2
1000275,8
1000287,12
1000295,9
1000326,5
100037,11
1000412,4
1000484,7
1000489,6
100050,7
1000511,8
1000545,2
1000561,11
100059,8
1000620,10
1000659,9
100078,6
10008,1
1000885,9
1000899,10
1000926,2
1000961,7
100097,4
1001004,13
1001016,6
1001025,6
1001055,6
1001200,22
1001201,5
1001227,8
1001242,1
1001307,2
100134,3
1001347,10
1001366,10
1001390,15
1001407,7
1001418,4
1001429,5
100145,2
100147,2
1001502,9
100152,5
1001521,16
1001535,4
1001570,6
1001626,13
100165,2
100167,6
1001694,7
1001738,10
100175,1
1001770,3
1001800,7
1001847,9
1001884,11
1001934,6
1001967,8
1001985,15
1002034,12
1002063,1
1002064,16
1002128,9
1002135,3
1002150,3
1002171,15
1002176,12
1002179,12
1002257,4
1002278,14
1002306,9
1002359,13
1002417,3
1002475,7
1002487,10
1002494,7
1002553,5
1002563,3
1002597,16
1002598,13
100265,2
1002668,2
1002698,12
10027,4
1002724,14
1002787,12
1002807,4
1002860,17
1002862,25
1002868,2
1002888,4
100293,15
1002938,2
1002970,9
1003067,6
1003117,4
1003200,4
1003219,17
1003242,6
1003265,10
1003302,17
100331,4
1003325,10
1003326,3
1003381,11
1003402,6
1003484,12
100352,8
1003521,6
1003530,9
1003546,13
10036,1
1003705,8
1003739,7
1003766,6
100377,11
1003797,4
1003822,7
1003830,14
1003927,3
100393,6
1003945,4
1003985,4
1003995,1
1004044,4
1004058,7
1004096,8
1004133,6
1004135,20
1004144,11
1004213,4
1004286,12
1004289,7
1004323,12
1004329,4
1004331,12
1004390,4
10044,16
1004449,26
1004471,9
100448,3
1004545,1
1004549,4
1004586,9
10046,10
1004669,4
1004678,4
1004742,13
100479,3
100481,8
1004816,3
100490,5
1004913,11
1004953,11
1004971,4
1005002,10
1005094,17
1005099,2
1005107,4
1005121,9
1005157,14
1005217,12
1005304,11
1005428,13
1005462,19
100550,15
1005516,3
1005524,14
1005539,11
1005607,14
1005656,6
1005665,7
1005679,17
1005692,3
1005694,13
100575,7
1005750,13
1005819,4
1005900,18
1005910,32
1006060,10
1006071,1
1006125,17
1006246,2
1006257,4
1006288,5
1006395,9
1006400,14
1006406,4
1006416,3
1006451,3
1006472,7
1006476,2
1006510,8
100652,8
1006565,1
10066,9
1006622,6
1006633,6
1006641,8
1006658,2
100669,4
1006703,4
1006798,15
1006819,8
1006850,7
10069,9
1006900,6
1006945,7
100700,4
1007003,6
1007027,2
1007042,4
1007058,12
1007062,2
100712,11
1007142,6
1007177,11
1007205,3
100725,6
1007270,25
1007304,10
1007324,5
1007363,12
1007375,9
1007390,10
100740,13
1007412,4
1007445,18
1007449,2
1007509,15
1007592,4
1007612,6
1007640,28
1007689,7
100769,2
1007697,8
1007702,6
1007704,6
1007785,34
1007801,5
1007889,11
1007920,1
1007931,6
1007932,14
1008024,6
1008092,6
1008099,4
1008107,1
1008114,7
100819,7
1008198,1
1008213,12
1008229,2
1008235,8
1008334,7
1008363,6
1008395,6
1008430,2
100845,16
1008475,20
1008495,7
1008511,7
1008538,3
